,full_address,neighborhood,nid,sale_price,prediction,difference,pred_percent,shap
422,"3028 20th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,1638000,1766509,128509,0.07274743576171987,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: latitude = 37.732185 2: nid = 3060 
423,"575 17th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1600000,1855378,255378,0.13764203305202496,Pros - 1: year_sold = 2018 2: comp_price = 1912552   Cons - 1: nid = 1010 2: baths = 1.5 
424,"1539 18th Ave, San Francisco, CA 94122-3410",2 - Inner Sunset,2060,1710000,1554588,-155411,-0.0999692523035042,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2060 2: beds = 4 
425,"1118 Noriega St, San Francisco, CA 94122-4516",2 - Inner Sunset,2060,1428800,1370601,-58198,-0.042461664627415276,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1169855 2: nid = 2060 
426,"1118 Noriega, San Francisco, CA 94122",2 - Inner Sunset,2060,1500000,1559697,59697,0.03827474182485444,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1430834 2: nid = 2060 
427,"2424 19th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1080000,1356615,276615,0.2039008856602647,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1400708 2: baths = 1.0 
428,"1863 18th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1625000,1514902,-110097,-0.07267598828175025,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1397990 2: nid = 2060 
429,"2933 19th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,1850000,2797319,947319,0.33865247402959764,Pros - 1: comp_price = 3131195 2: year_sold = 2018   Cons - 1: rooms = 10.0 2: beds = 6 
430,"2027 18th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1700000,1492333,-207666,-0.1391552689647686,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1469892 2: rooms = 9.0 
431,"2083 18th Ave, San Francisco, CA 94116-1249",2 - Inner Parkside,2070,1550000,1539112,-10887,-0.007073559299128329,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2070 2: beds = 4 
432,"2070 18th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,2010000,1774773,-235226,-0.13253864015285335,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: nid = 2070 2: beds = 4 
433,"1140 Lawton St, San Francisco, CA 94122",2 - Inner Sunset,2060,1850000,2038075,188075,0.09228070605841296,Pros - 1: year_sold = 2018 2: comp_price = 1925295   Cons - 1: nid = 2060 2: beds = 4 
434,"2944 19th Ave, San Francisco, CA 94132",3 - Lakeside,3050,1100000,1636179,536179,0.32770192014443406,Pros - 1: year_sold = 2018 2: lot_sf = 4715.0   Cons - 1: baths = 1.5 2: latitude = 37.73427 
435,"2151 18th Ave, San Francisco, CA 94116-1857",2 - Inner Parkside,2070,1450000,1190888,-259111,-0.21757797542674037,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1093947 2: baths = 1.0 
436,"1139 Moraga St, San Francisco, CA 94122",2 - Inner Sunset,2060,1630000,1518471,-111528,-0.0734475666640983,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1306358 2: nid = 2060 
437,"1383 17th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1406000,1297929,-108070,-0.08326341425455476,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1129225 2: baths = 1.0 
438,"615 16th Ave, San Francisco, CA 94118",1 - Central Richmond,1010,2165000,1873160,-291839,-0.15580035875205536,Pros - 1: year_sold = 2018 2: comp_price = 1953395   Cons - 1: nid = 1010 2: lot_sf = 2060.0 
439,"5337 California St, San Francisco, CA 94118",1 - Lake Street,1040,2001224,1738367,-262856,-0.1512085767849942,Pros - 1: year_sold = 2018 2: latitude = 37.784344   Cons - 1: nid = 1040 2: lot_sf = 2250.0 
440,"727 16th Ave, San Francisco, CA 94118",1 - Central Richmond,1010,1705000,1535132,-169867,-0.11065302527730514,Pros - 1: year_sold = 2018 2: latitude = 37.77431   Cons - 1: comp_price = 1340271 2: nid = 1010 
441,"5326 California St, San Francisco, CA 94118",1 - Lake Street,1040,2975000,2362652,-612347,-0.2591778222099573,Pros - 1: comp_price = 2649180 2: year_sold = 2018   Cons - 1: rooms = 11.0 2: nid = 1040 
442,"1622 17th Ave, San Francisco, CA 94122-3407",2 - Inner Sunset,2060,1665000,1492722,-172277,-0.11541130900462376,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1403142 2: baths = 1.0 
443,"234 Denslowe Dr, San Francisco, CA 94132",3 - Lakeside,3050,1435000,1271485,-163514,-0.12860080928992476,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1053473 2: latitude = 37.720642 
444,"1673 17th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,2500000,1858432,-641567,-0.3452195183896963,Pros - 1: year_sold = 2018 2: baths = 4.0   Cons - 1: rooms = 9.0 2: beds = 5 
445,"1706 17th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1715000,1395525,-319474,-0.22892746457426416,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1284216 2: nid = 2060 
446,"2639 18th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1775000,1721063,-53936,-0.03133877144532187,Pros - 1: year_sold = 2018 2: comp_price = 1812206   Cons - 1: nid = 2070 2: baths = 1.5 
447,"2643 18th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,2100000,1783807,-316192,-0.17725684449046336,Pros - 1: year_sold = 2018 2: comp_price = 1842751   Cons - 1: nid = 2070 2: latitude = 37.738537 
448,"2675 18th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1600000,1674449,74449,0.044461790117226625,Pros - 1: year_sold = 2018 2: lot_sf = 4316.0   Cons - 1: comp_price = 1519317 2: nid = 2070 
449,"1925 17th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1755000,1859564,104564,0.05623038518706536,Pros - 1: year_sold = 2018 2: baths = 4.0   Cons - 1: nid = 2070 2: rooms = 8.0 
450,"267 15th Ave, San Francisco, CA 94118-1012",1 - Central Richmond,1010,2125000,1857937,-267062,-0.14374114945770497,Pros - 1: year_sold = 2018 2: comp_price = 1970959   Cons - 1: baths = 1.0 2: nid = 1010 
451,"1941 17th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1625000,1388362,-236637,-0.170443299370049,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1362258 2: baths = 1.0 
452,"1983 17th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1750000,1796955,46955,0.026130314893806468,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: nid = 2070 2: rooms = 7.0 
453,"141 Stonecrest Dr, San Francisco, CA 94132",3 - Lakeside,3050,1918000,1838131,-79868,-0.04345065721648783,Pros - 1: year_sold = 2018 2: comp_price = 1889450   Cons - 1: rooms = 9.0 2: latitude = 37.727825 
454,"70 Beachmont Dr, San Francisco, CA 94132",3 - Lakeside,3050,2050000,2318823,268823,0.11593079765035968,Pros - 1: comp_price = 2524618 2: year_sold = 2018   Cons - 1: rooms = 9.0 2: latitude = 37.73312 
455,"1260 16th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1500000,1870998,370998,0.19828882767378694,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: nid = 2060 2: longitude = -122.47395 
456,"552 15th Ave, San Francisco, CA 94118",1 - Central Richmond,1010,2172000,1742761,-429238,-0.24629768511000646,Pros - 1: year_sold = 2018 2: latitude = 37.777676   Cons - 1: nid = 1010 2: rooms = 8.0 
457,"1418 16th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1600000,1421641,-178358,-0.12545924041301565,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1348329 2: baths = 1.0 
458,"587 15th Ave, San Francisco, CA 94118",1 - Central Richmond,1010,2000000,1642876,-357123,-0.217376722284579,Pros - 1: year_sold = 2018 2: latitude = 37.777134000000004   Cons - 1: nid = 1010 2: lot_sf = 1938.0 
459,"224 Stratford Dr, San Francisco, CA 94132",3 - Lakeside,3050,1555000,1408287,-146712,-0.1041776285657682,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1388314 2: latitude = 37.72094 
460,"1325 Lake St, San Francisco, CA 94118",1 - Lake Street,1040,2275000,2118879,-156120,-0.07368046972007368,Pros - 1: year_sold = 2018 2: comp_price = 2145798   Cons - 1: beds = 6 2: rooms = 9.0 
461,"2601 17th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1485000,1449078,-35921,-0.02478886574773753,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1527095 2: nid = 2070 
462,"52 Broadmoor Dr, San Francisco, CA 94132",3 - Lakeside,3050,2200000,1892086,-307913,-0.16273731743694525,Pros - 1: year_sold = 2018 2: baths = 3.5   Cons - 1: latitude = 37.727707 2: rooms = 8.0 
463,"1832 16th Ave, San Francisco, CA 94122-4540",2 - Golden Gate Heights,2010,2000000,2793474,793474,0.28404560056760864,Pros - 1: comp_price = 3066848 2: year_sold = 2018   Cons - 1: nid = 2010 2: beds = 4 
464,"34 Lagunitas Dr, San Francisco, CA 94132",3 - Lakeside,3050,2200000,2855197,655197,0.22947523410818937,Pros - 1: comp_price = 3188939 2: year_sold = 2018   Cons - 1: latitude = 37.733414 2: nid = 3050 
465,"39 Rossmoor Dr, San Francisco, CA 94132",3 - Lakeside,3050,2551013,2411153,-139859,-0.058005029129217435,Pros - 1: comp_price = 2635883 2: year_sold = 2018   Cons - 1: rooms = 9.0 2: latitude = 37.730335 
466,"179 14th Ave, San Francisco, CA 94118",1 - Lake Street,1040,3700000,2751147,-948852,-0.344893239074466,Pros - 1: comp_price = 3161548 2: year_sold = 2018   Cons - 1: rooms = 10.0 2: nid = 1040 
467,"1200 Pacheco St, San Francisco, CA 94116",2 - Inner Parkside,2070,1830000,2011794,181794,0.09036412276803689,Pros - 1: year_sold = 2018 2: comp_price = 1948059   Cons - 1: nid = 2070 2: longitude = -122.47308999999998 
468,"701 Quintara St, San Francisco, CA 94116-1262",2 - Inner Parkside,2070,1300000,1552218,252218,0.16248877412837628,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: lot_sf = 1603.0 2: nid = 2070 
469,"2050 16th Ave, San Francisco, CA 94116",2 - Golden Gate Heights,2010,1938000,1735157,-202842,-0.11690123717911405,Pros - 1: year_sold = 2018 2: comp_price = 1809964   Cons - 1: rooms = 9.0 2: nid = 2010 
470,"2347 16th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1625000,1561758,-63241,-0.040493469538814594,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: nid = 2070 
471,"2330 16th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1550000,1372046,-177953,-0.1296990042607901,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1291324 2: nid = 2070 
472,"2110 16th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1620000,1363654,-256345,-0.1879839020748665,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1174710 2: nid = 2070 
473,"2172 16th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1538000,1593385,55385,0.03475933311785915,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: rooms = 10.0 2: nid = 2070 
474,"1386 15th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1274000,1201677,-72322,-0.06018422587766929,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1037087 2: baths = 1.0 
475,"26 Ardenwood Way, San Francisco, CA 94132",4 - West Portal,4160,1760000,1986328,226328,0.11394291375845278,Pros - 1: year_sold = 2018 2: comp_price = 2098461   Cons - 1: latitude = 37.735459999999996 2: nid = 4160 
476,"27 Ardenwood Way, San Francisco, CA 94132",4 - West Portal,4160,2375000,2110475,-264524,-0.12533860860706714,Pros - 1: year_sold = 2018 2: comp_price = 2250217   Cons - 1: rooms = 8.0 2: latitude = 37.735443 
477,"8 Ardenwood Way, San Francisco, CA 94132",4 - West Portal,4160,1700000,1971641,271641,0.13777406738853573,Pros - 1: year_sold = 2018 2: comp_price = 2175318   Cons - 1: rooms = 8.0 2: latitude = 37.735603000000005 
478,"982 Junipero Serra Blvd, San Francisco, CA 94132",3 - Lakeside,3050,1715000,1669446,-45553,-0.027286297370504947,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: latitude = 37.720406 2: nid = 3050 
479,"2416 16th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1250000,1415102,165102,0.11667144841855923,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: lot_sf = 788.0 2: comp_price = 1475390 
480,"2430 16th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1520000,1488861,-31138,-0.020913973836375593,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: nid = 2070 
481,"2507 16th Ave, San Francisco, CA 94116",2 - Inner Parkside,2070,1600000,1521070,-78929,-0.0518904455416253,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2070 2: comp_price = 1559329 
482,"720 Junipero Serra Blvd, San Francisco, CA 94127",3 - Lakeside,3050,1841500,1829054,-12445,-0.006804063740053602,Pros - 1: year_sold = 2018 2: comp_price = 1854276   Cons - 1: latitude = 37.726288000000004 2: rooms = 8.0 
483,"2223 Cecilia Ave, San Francisco, CA 94116-1832",2 - Inner Parkside,2070,1610000,1416919,-193080,-0.13626749306064778,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1303378 2: baths = 1.25 
484,"1862 15th Ave, San Francisco, CA 94122",2 - Golden Gate Heights,2010,1775000,1813077,38077,0.021001314340207283,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: nid = 2010 2: rooms = 7.0 
485,"615 Junipero Serra Blvd, San Francisco, CA 94127",4 - Ingleside Terrace,4050,2300000,2092621,-207378,-0.09909964585082535,Pros - 1: year_sold = 2018 2: comp_price = 1930741   Cons - 1: latitude = 37.72781 2: nid = 4050 
486,"2024 15th Ave, San Francisco, CA 94116",2 - Golden Gate Heights,2010,1212000,1587496,375496,0.23653350937577167,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1388632 2: baths = 1.0 
487,"2043 15th Ave, San Francisco, CA 94116",2 - Golden Gate Heights,2010,1880000,1779501,-100498,-0.05647538270560118,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2010 2: rooms = 7.0 
488,"257 Beverly St, San Francisco, CA 94132",3 - Merced Heights,3020,1600000,1821121,221121,0.12142026806565846,Pros - 1: year_sold = 2018 2: baths = 4.0   Cons - 1: latitude = 37.720757 2: nid = 3020 
489,"1347 14th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,2065000,1849778,-215221,-0.11634963763219154,Pros - 1: year_sold = 2018 2: comp_price = 1836566   Cons - 1: nid = 2060 2: longitude = -122.47161000000001 
490,"2316 15th Ave, San Francisco, CA 94116-2502",2 - Inner Parkside,2070,1928000,1741056,-186943,-0.10737334123658286,Pros - 1: year_sold = 2018 2: baths = 4.0   Cons - 1: beds = 5 2: comp_price = 1528796 
491,"800 Lawton St, San Francisco, CA 94122",2 - Golden Gate Heights,2010,2600000,2125532,-474467,-0.22322270377486672,Pros - 1: year_sold = 2018 2: baths = 3.5   Cons - 1: nid = 2010 2: longitude = -122.47145 
492,"65 Lunado Way, San Francisco, CA 94127",4 - Ingleside Terrace,4050,2351000,1962311,-388688,-0.1980766555352337,Pros - 1: year_sold = 2018 2: lot_sf = 5680.0   Cons - 1: latitude = 37.722941999999996 2: rooms = 8.0 
493,"1851 14th Ave, San Francisco, CA 94122",2 - Golden Gate Heights,2010,1655000,1809050,154050,0.0851551919515768,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: rooms = 9.0 2: beds = 5 
494,"2563 15th Ave, San Francisco, CA 94127-1311",2 - Inner Parkside,2070,1860000,1606575,-253424,-0.15774177987333302,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: nid = 2070 
495,"1355 Holloway Ave, San Francisco, CA 94132",4 - Ingleside Terrace,4050,2550000,2354621,-195378,-0.0829764110657299,Pros - 1: year_sold = 2018 2: comp_price = 2292175   Cons - 1: latitude = 37.72163 2: rooms = 8.0 
496,"2575 15th Ave, San Francisco, CA 94127",2 - Inner Parkside,2070,1800000,1573865,-226134,-0.1436806841755805,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: nid = 2070 
497,"2048 14th Ave, San Francisco, CA 94116-1310",2 - Golden Gate Heights,2010,1730000,1456903,-273096,-0.18744967921680442,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1413586 2: nid = 2010 
498,"2733 15th Ave, San Francisco, CA 94127-1433",4 - West Portal,4160,3500000,2882224,-617775,-0.21433969046125492,Pros - 1: comp_price = 3357640 2: year_sold = 2018   Cons - 1: rooms = 7.5 2: beds = 4 
499,"172 Lunado Ct, San Francisco, CA 94127",4 - Ingleside Terrace,4050,2500000,2758895,258895,0.09384010627443233,Pros - 1: comp_price = 2823225 2: year_sold = 2018   Cons - 1: rooms = 11.0 2: beds = 6 
500,"408 Rivera St, San Francisco, CA 94116-1847",2 - Golden Gate Heights,2010,1300000,1363785,63785,0.04677056867468113,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1293541 2: baths = 1.0 
501,"1325 Holloway Ave, San Francisco, CA 94132",4 - Ingleside Terrace,4050,1460000,1614241,154241,0.09555016877901132,Pros - 1: year_sold = 2018 2: lot_sf = 5749.0   Cons - 1: latitude = 37.721634 2: comp_price = 1516472 
502,"564 12th Ave, San Francisco, CA 94118",1 - Inner Richmond,1020,3300000,2429151,-870848,-0.35849891587636995,Pros - 1: comp_price = 2609106 2: year_sold = 2018   Cons - 1: nid = 1020 2: beds = 5 
503,"125 Chester Ave, San Francisco, CA 94132",3 - Ingleside Heights,3070,1010000,1051113,41113,0.03911377749109753,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1049900 2: latitude = 37.713943 
504,"333 Chester Ave, San Francisco, CA 94132",3 - Ingleside Heights,3070,990000,956202,-33797,-0.03534504215636445,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 864952 2: latitude = 37.709765999999995 
505,"78 Mercedes Way, San Francisco, CA 94127",4 - Ingleside Terrace,4050,3700000,4221995,521995,0.12363704836220792,Pros - 1: comp_price = 5107188 2: year_sold = 2018   Cons - 1: rooms = 9.0 2: latitude = 37.728256 
506,"365 Wawona St, San Francisco, CA 94127",4 - West Portal,4160,1650000,1389173,-260826,-0.18775631256870096,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1412091 2: baths = 1.0 
507,"631 12th Ave, San Francisco, CA 94118",1 - Inner Richmond,1020,1975000,1922721,-52278,-0.02718959224973358,Pros - 1: year_sold = 2018 2: comp_price = 1949637   Cons - 1: nid = 1020 2: park_leased = 0 
508,"2319 14th Ave, San Francisco, CA 94116-2518",2 - Golden Gate Heights,2010,1600000,1451970,-148029,-0.10195045352176697,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1316229 2: nid = 2010 
509,"145 Paloma Ave, San Francisco, CA 94127",4 - Ingleside Terrace,4050,2700000,3324253,624253,0.1877874517974414,Pros - 1: comp_price = 3443844 2: year_sold = 2018   Cons - 1: latitude = 37.72873 2: beds = 5 
510,"2373 14th Ave, San Francisco, CA 94116",2 - Golden Gate Heights,2010,1950000,1712267,-237732,-0.13884049625438089,Pros - 1: year_sold = 2018 2: comp_price = 1806910   Cons - 1: baths = 1.25 2: nid = 2010 
511,"731 12th Ave, San Francisco, CA 94118",1 - Inner Richmond,1020,1900000,2038826,138826,0.06809114657160542,Pros - 1: comp_price = 2341902 2: year_sold = 2018   Cons - 1: baths = 1.25 2: nid = 1020 
512,"1579 Funston Ave, San Francisco, CA 94122-3530",2 - Inner Sunset,2060,2100000,1680722,-419277,-0.2494624334065955,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2060 2: baths = 1.5 
513,"52 Mercedes Way, San Francisco, CA 94127",4 - Ingleside Terrace,4050,2550000,2260413,-289586,-0.12811198661483544,Pros - 1: year_sold = 2018 2: lot_sf = 7950.0   Cons - 1: latitude = 37.727783 2: beds = 4 
514,"108 11th Ave, San Francisco, CA 94118",1 - Lake Street,1040,1850000,1713326,-136673,-0.07977057489351122,Pros - 1: year_sold = 2018 2: latitude = 37.786159999999995   Cons - 1: nid = 1040 2: baths = 1.5 
515,"210 11th Ave, San Francisco, CA 94118",1 - Inner Richmond,1020,2100000,1818785,-281214,-0.15461640600730708,Pros - 1: year_sold = 2018 2: latitude = 37.784264   Cons - 1: nid = 1020 2: lot_sf = 2060.0 
